customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,received_at
7241-AJHFS,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.32750000000001,2766.4,No,2026-09-15T13:18:10.298532
9633-DENPU,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.11000000000001,2723.4,No,2026-09-15T13:18:10.298532
5480-XTFFL,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.35,697.7,No,2026-09-15T13:18:10.298532
7803-XOCCZ,Female,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.4675,4326.8,No,2026-09-15T13:18:10.298532
6549-BTYPG,Female,0,Yes,No,36,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.08,3603.45,No,2026-09-15T13:18:10.298532
9114-AAFQH,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,88.62750000000001,3094.65,No,2026-09-15T13:18:10.298532
3572-UUHRS,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.447500000000005,867.3,No,2026-09-15T13:18:10.298532
7666-WKRON,Female,0,No,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,108.60750000000002,3201.55,Yes,2026-09-15T13:18:10.298532
5192-EBGOV,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,115.69500000000001,85.7,Yes,2026-09-15T13:18:10.298532
6502-MJQAE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.96,69.6,Yes,2026-09-15T13:18:10.298532
6400-BWQKW,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.7175,434.5,Yes,2026-09-15T13:18:10.298532
5928-QLDHB,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,102.9375,684.85,No,2026-09-15T13:18:10.298532
4376-KFVRS,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),153.9675,8468.2,No,2026-09-15T13:18:10.298532
3528-HFRIQ,Male,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.605,3765.05,No,2026-09-15T13:18:10.298532
2718-YSKCS,Male,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.460000000000004,1387.45,No,2026-09-15T13:18:10.298532
2434-EEVDB,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),127.71,5948.7,No,2026-09-15T13:18:10.298532
6506-EYCNH,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.392500000000002,543.8,No,2026-09-15T13:18:10.298532
3396-DKDEL,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),155.45250000000001,8250,No,2026-09-15T13:18:10.298532
3269-ATYWD,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),129.12750000000003,3759.05,Yes,2026-09-15T13:18:10.298532
1159-WFSGR,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.54,321.4,No,2026-09-15T13:18:10.298532
9835-ZIITK,Male,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,149.6475,7491.75,Yes,2026-09-15T13:18:10.298532
9279-CJEOJ,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),128.79000000000002,2025.1,No,2026-09-15T13:18:10.298532
4720-VSTSI,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.48,3862.55,Yes,2026-09-15T13:18:10.298532
1360-JYXKQ,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,133.785,5437.1,No,2026-09-15T13:18:10.298532
8388-FYNPZ,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.61250000000001,245.15,No,2026-09-15T13:18:10.298532
7868-TMWMZ,Female,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),148.5,6668.35,No,2026-09-15T13:18:10.298532
3466-RITXD,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),124.74000000000001,2349.8,No,2026-09-15T13:18:10.298532
6427-FEFIG,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),106.11,1846.65,No,2026-09-15T13:18:10.298532
6518-PPLMZ,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.19,1110.35,No,2026-09-15T13:18:10.298532
6762-NSODU,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.19,958.15,No,2026-09-15T13:18:10.298532
4355-CVPVS,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),120.01500000000001,4968,No,2026-09-15T13:18:10.298532
7629-WIXZF,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,79.78500000000001,369.25,No,2026-09-15T13:18:10.298532
3049-NDXFL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,115.83,85.8,Yes,2026-09-15T13:18:10.298532
3566-HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.4925,45.55,No,2026-09-15T13:18:10.298532
1460-UZPRJ,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.9325,1258.15,No,2026-09-15T13:18:10.298532
3712-PKXZA,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.742500000000003,1252,No,2026-09-15T13:18:10.298532
1623-NLDOT,Female,0,Yes,No,25,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,45.2925,1445.3,Yes,2026-09-15T13:18:10.298532
5171-EPLKN,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.797500000000003,470,No,2026-09-15T13:18:10.298532
5569-KGJHX,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.2225,754.65,Yes,2026-09-15T13:18:10.298532
7463-IFMQU,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.067500000000003,1423.65,No,2026-09-15T13:18:10.298532
3178-CIFOT,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.5275,478.1,No,2026-09-15T13:18:10.298532
1095-JUDTC,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,128.3175,4504.55,Yes,2026-09-15T13:18:10.298532
3719-TDVQB,Female,1,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.5825,1031.1,No,2026-09-15T13:18:10.298532
4929-XIHVW,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),128.925,181.65,No,2026-09-15T13:18:10.298532
8106-GWQOK,Male,0,Yes,No,23,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,2193.2,No,2026-09-15T13:18:10.298532
4128-ETESU,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,134.595,4747.2,No,2026-09-15T13:18:10.298532
0661-WCQNQ,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),75.9375,1292.2,No,2026-09-15T13:18:10.298532
4927-WWOOZ,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,123.45750000000001,171.45,No,2026-09-15T13:18:10.298532
7564-GHCVB,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),106.7175,5730.7,No,2026-09-15T13:18:10.298532
3445-HXXGF,Male,1,Yes,No,35,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.155,2651.2,Yes,2026-09-15T13:18:10.298532
6670-MFRPK,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),106.92000000000002,5420.65,No,2026-09-15T13:18:10.298532
6890-PFRQX,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,93.825,1199.4,No,2026-09-15T13:18:10.298532
1552-CZCLL,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.0,1087.25,No,2026-09-15T13:18:10.298532
2014-MKGMH,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,136.485,4674.4,No,2026-09-15T13:18:10.298532
0303-WMMRN,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.9875,86.05,No,2026-09-15T13:18:10.298532
3806-DXQOM,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,45.4275,137.85,Yes,2026-09-15T13:18:10.298532
1724-BQUHA,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.825,477.7,Yes,2026-09-15T13:18:10.298532
2580-ATZSQ,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),82.8225,3874.1,No,2026-09-15T13:18:10.298532
7945-PRBVF,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.9575,705.45,No,2026-09-15T13:18:10.298532
3898-GUYTS,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,131.0175,4385.05,No,2026-09-15T13:18:10.298532
2832-SCUCO,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.865,57.4,No,2026-09-15T13:18:10.298532
9779-DPNEJ,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.20250000000001,1790.65,No,2026-09-15T13:18:10.298532
4915-BFSXL,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),93.08250000000001,4858.7,No,2026-09-15T13:18:10.298532
5018-LXQQG,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),89.505,1923.5,No,2026-09-15T13:18:10.298532
1698-XFZCI,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,145.4625,6521.9,No,2026-09-15T13:18:10.298532
1872-EBWSC,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.472500000000004,617.35,No,2026-09-15T13:18:10.298532
4446-BZKHU,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,142.4925,6281.45,Yes,2026-09-15T13:18:10.298532
4607-CHPCA,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,122.04000000000002,2178.6,Yes,2026-09-15T13:18:10.298532
9475-NNDGC,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),152.75250000000003,7953.25,No,2026-09-15T13:18:10.298532
3841-CONLJ,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,47.25,35,No,2026-09-15T13:18:10.298532
2294-DMMUS,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.10750000000002,4300.45,No,2026-09-15T13:18:10.298532
5921-NGYRH,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,99.2925,4764,No,2026-09-15T13:18:10.298532
1897-OKVMW,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,122.31,5817.45,No,2026-09-15T13:18:10.298532
5117-IFGPS,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,113.805,2357.75,No,2026-09-15T13:18:10.298532
3866-MDTUB,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5125,146.9,Yes,2026-09-15T13:18:10.298532
1194-SPVSP,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.5275,19.65,No,2026-09-15T13:18:10.298532
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,68.3775,50.65,Yes,2026-09-15T13:18:10.298532
6813-GZQCG,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.2775,1171.3,No,2026-09-15T13:18:10.298532
9896-UYMIE,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),154.305,7383.7,No,2026-09-15T13:18:10.298532
8849-GYOKR,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),143.8425,5763.3,Yes,2026-09-15T13:18:10.298532
5816-JMLGY,Female,0,Yes,Yes,42,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.54000000000002,5717.85,No,2026-09-15T13:18:10.298532
3990-QYKBE,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,124.87500000000001,3473.4,Yes,2026-09-15T13:18:10.298532
6161-UUUTA,Male,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,107.86500000000001,260.9,Yes,2026-09-15T13:18:10.298532
0396-UKGAI,Male,0,No,Yes,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.655,1284.2,No,2026-09-15T13:18:10.298532
0512-FLFDW,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),135.675,6029,No,2026-09-15T13:18:10.298532
2946-KIQSP,Female,0,No,No,21,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.157500000000006,1175.85,No,2026-09-15T13:18:10.298532
0187-WZNAB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,100.44000000000001,1972.35,No,2026-09-15T13:18:10.298532
6867-ACCZI,Female,0,Yes,Yes,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,70.875,1208.15,No,2026-09-15T13:18:10.298532
7024-OHCCK,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,126.6975,170.85,Yes,2026-09-15T13:18:10.298532
6481-OGDOO,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),122.31,6056.15,Yes,2026-09-15T13:18:10.298532
7377-DMMRI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.53,92.45,Yes,2026-09-15T13:18:10.298532
1963-VAUKV,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.54,20.4,Yes,2026-09-15T13:18:10.298532
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,107.1225,79.35,Yes,2026-09-15T13:18:10.298532
6994-ORCWG,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,73.23750000000001,773.2,No,2026-09-15T13:18:10.298532
5144-TVGLP,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,127.91250000000001,3653,No,2026-09-15T13:18:10.298532
0328-GRPMV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.635,70.1,Yes,2026-09-15T13:18:10.298532
2905-KFQUV,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.04000000000002,154.8,No,2026-09-15T13:18:10.298532
8637-XJIVR,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.58250000000001,927.35,Yes,2026-09-15T13:18:10.298532
5150-LJNSR,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),132.3675,3082.1,No,2026-09-15T13:18:10.298532
4826-DXMUP,Male,0,No,Yes,21,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,97.335,2495.15,No,2026-09-15T13:18:10.298532
3518-FSTWG,Male,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),147.8925,7920.7,No,2026-09-15T13:18:10.298532
2929-ERCFZ,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,127.17000000000002,777.3,Yes,2026-09-15T13:18:10.298532
1455-UGQVH,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,132.97500000000002,1037.75,Yes,2026-09-15T13:18:10.298532
8485-GJCDN,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.2175,318.5,Yes,2026-09-15T13:18:10.298532
0459-SPZHJ,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),112.72500000000001,5435,No,2026-09-15T13:18:10.298532
2169-RRLFW,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.56,1888.25,No,2026-09-15T13:18:10.298532
8818-DOPVL,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,141.00750000000002,4863.85,No,2026-09-15T13:18:10.298532
1207-BLKSA,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.117500000000003,1255.1,No,2026-09-15T13:18:10.298532
7593-XFKDI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.505,46.3,Yes,2026-09-15T13:18:10.298532
5393-RXQSZ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,107.46,79.6,Yes,2026-09-15T13:18:10.298532
5183-KLYEM,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),152.2125,8192.6,No,2026-09-15T13:18:10.298532
0923-PNFUB,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,113.06250000000001,247.25,Yes,2026-09-15T13:18:10.298532
4134-BSXLX,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,82.215,1785.65,No,2026-09-15T13:18:10.298532
1452-XRSJV,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.9175,2066,No,2026-09-15T13:18:10.298532
4213-HKBJO,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.695,826.1,No,2026-09-15T13:18:10.298532
7750-EYXWZ,Female,0,No,No,7,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.8775,743.3,No,2026-09-15T13:18:10.298532
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.575,74.5,Yes,2026-09-15T13:18:10.298532
1356-MKYSK,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.17750000000001,483.3,No,2026-09-15T13:18:10.298532
1212-GLHMD,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.1675,244.85,No,2026-09-15T13:18:10.298532
7228-OMTPN,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.40750000000001,370.65,Yes,2026-09-15T13:18:10.298532
7682-AZNDK,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,121.2975,3091.75,No,2026-09-15T13:18:10.298532
6286-SUUWT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.9325,19.95,No,2026-09-15T13:18:10.298532
3500-RMZLT,Female,1,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,130.005,1426.75,Yes,2026-09-15T13:18:10.298532
4729-XKASR,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,33.4125,24.75,Yes,2026-09-15T13:18:10.298532
8364-TRMMK,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.3775,151.3,Yes,2026-09-15T13:18:10.298532
1000-AJSLD,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.135000000000005,20.1,Yes,2026-09-15T13:18:10.298532
4393-OBCRR,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.337500000000002,71.2,No,2026-09-15T13:18:10.298532
0942-KOWSM,Female,0,Yes,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.08,2369.3,No,2026-09-15T13:18:10.298532
0870-VEMYL,Female,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),72.6975,259.8,Yes,2026-09-15T13:18:10.298532
3454-JFUBC,Male,1,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.0,1396,No,2026-09-15T13:18:10.298532
2592-YKDIF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.472500000000004,20.35,No,2026-09-15T13:18:10.298532
6941-PMGEP,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.0,412.5,Yes,2026-09-15T13:18:10.298532
0511-JTEOY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,95.985,71.1,Yes,2026-09-15T13:18:10.298532
4323-ELYYB,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.0,218.55,No,2026-09-15T13:18:10.298532
9500-LTVBP,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),108.06750000000001,2835.9,No,2026-09-15T13:18:10.298532
8120-JDCAM,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.8925,284.9,No,2026-09-15T13:18:10.298532
1335-NTIUC,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.682500000000005,190.25,No,2026-09-15T13:18:10.298532
6563-VNPMN,Female,1,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),115.69500000000001,3778.1,No,2026-09-15T13:18:10.298532
0668-OGMHD,Female,0,Yes,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,38.475,629.35,No,2026-09-15T13:18:10.298532
0311-UNPFF,Female,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.88000000000001,2274.35,Yes,2026-09-15T13:18:10.298532
